id;title
pact;Parallel Computing Technologies (PaCT)
snapl;Summit on Advances in Programming Languages (SNAPL)
fun;Fun with Algorithms (FUN)
muenchenwiler;Muenchenwiler Seminars
btw;Datenbanksysteme für Business Technologie und Web (BTW)
rssrail;International Conference on Reliability Safety and Security of Railway Systems (RSSRail)
ogrs;Too Many Requests
esaw;Engineering Societies in the Agent World (ESAW)
p2pkm;Peer-to-Peer Knowledge Management (P2PKM)
edurobotics;Educational Robotics (EDUROBOTICS)
uai;Conference on Uncertainty in Artificial Intelligence (UAI)
lvi;Conference Law via the Internet
bionlp;Workshop on Biomedical Natural Language Processing (BioNLP)
infrkm;Capaian Maklumat dan Pengurusan Pengetahuan (Information Retrieval & Knowledge Management) (CAMP)
securit;International Conference on Security of Internet of Things (SECURIT)
ipom;IEEE International Workshop on IP Operations and Management (IPOM)
amast;International Conference on Algebraic Methodology and Software Technology (AMAST)
vmls-ws;International Workshop on Visualization in Medicine and Life Sciences (VMLS)
ticttl;Third International Congress on Tools for Teaching Logic (TICTTL)
iceit;International Conference on Educational and Information Technology (ICEIT)
icqe;International Conference on Quantitative Ethnography (ICQE)
fis;Future Internet Symposium (FIS)
socialedu;International Workshop on Social Computing in Digital Education (SOCIALEDU)
acl-multiling;Workshop on Summarization and Summary Evaluation Across Source Types and Genres (MultiLing)
ftvi;Fachtagung Verwaltungsinformatik / Fachtagung Rechtsinformatik (FTVI/FTRI)
spieVIP;SPIE Visual Information Processing (VIP)
greenets;International Conference on Green Communications and Networking (GreeNets)
vissym;Eurographics Conference on Visualization (EuroVis)
persdb;PersDB / PersDL (PersDB)
cori;International Conference on Computing Research and Innovations (CoRI)
balt;International Baltic Conference on Databases and Information Systems (DB&IS)
psychobit;Symposium on Psychology-Based Technologies (PSYCHOBIT)
cccv;Chinese Conference on Computer Vision (CCCV)
iscslp;International Symposium on Chinese Spoken Language Processing (ISCSLP)
mlmi;Machine Learning for Multimodal Interaction (MLMI)
icia2;International Conference on Informatics and Analytics (ICIA)
mindtrek;International Conference on Entertainment and Media in the Ubiquitous Era (Mindtrek)
ewili;Embedded Operating Systems Workshop (EWiLi)
dsia;Workshop on Data Systems for Interactive Analysis (DSIA)
dpif;International Digital Preservation Interoperability Framework Symposium (INTL-DPIF)
scvt;IEEE Symposium on Communications and Vehicular Technology in the Benelux (SCVT)
eduhpc;Workshop on Education for High Performance Computing (EduHPC)
jtb;SJTU-TUB Joint Workshop
icaase;International Conference on Advanced Aspects of Software Engineering (ICAASE)
icarm;International Conference on Advanced Robotics and Mechatronics (ICARM)
gmai;Geometric Modeling and Imaging (GMAI)
iq;MIT International Conference on Information Quality (ICIQ)
ispec;Information Security Practice and Experience (ISPEC)
hcied;International Working Conference of Human-Computer Interaction Educators (HCIEd)
qce;International Conference on Quantum Computing and Engineering (QCE)
cica;Symposium on Computational Intelligence in Control and Automation (CICA)
icqnm;International Conference on Quantum Nano and Micro Technologies (ICQNM)
icse-gas;Workshop on Games and Software Engineering (GAS)
webmedia;Brazilian Symposium on Multimedia and the Web (WebMedia)
ecis;European Conference on Information Systems (ECIS)
eiivcp;Electronic Imaging Image and Video Communications and Processing
menacomm;Middle East and North Africa Communications Conference (MENACOMM)
nn;Summer School on Neural Networks
idc;International Symposium on Intelligent Distributed Computing (IDC)
comhum;Workshop on Computational Methods in the Humanities (COMHUM)
latech;Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage Social Sciences Humanities and Literature (LaTeCH)
evia;International Workshop on Evaluating Information Access (EVIA)
ssc;Sequences Subsequences and Consequences (SSC)
qtna;International Conference on Queueing Theory and Network Applications (QTNA)
adhip;International Conference on Advanced Hybrid Information Processing (ADHIP)
vlsi-dat;International Symposium on VLSI Design Automation and Test (VLSI-DAT)
fsfma;French Singaporean Workshop on Formal Methods and Applications (FSFMA)
phycs;International Conference on Physiological Computing Systems (PhyCS)
vizsec;IEEE Symposium on Visualization for Cyber Security (VizSec)
africon;IEEE AFRICON (AFRICON)
ics-csr;International Symposium for ICS & SCADA Cyber Security Research (ICS-CSR)
infoseccd;Annual Conference on Information Security Curriculum Development (InfoSecCD)
socialcom;IEEE International Conference on Social Computing (SocialCom)
badgers;International Workshop on Building Analysis Datasets and Gathering Experience Returns for Security (BADGERS)
pscc;Power Systems Computation Conference (PSCC)
jcs;International Symposium on Joint Communications & Sensing (JC&S)
aca;Conference on Advanced Computer Architecture (ACA)
vriphys;Workshop on Virtual Reality Interactions and Physical Simulations (VRIPHYS)
cnia;Conférence Nationale en Intelligence Artificielle (CNIA)
hip;Human Interactive Proofs (HIP)
cloud;ACM Symposium on Cloud Computing (SoCC)
cbse;International Symposium on Component-Based Software Engineering (CBSE)
icdcn;International Conference of Distributed Computing and Networking (ICDCN)
gfkl;Annual Conference of the Gesellschaft für Klassifikation (GfKl)
schule;GI-Fachtagung Informatik und Schule (INFOS)
mobiwis;International Conference on Mobile Web Information Systems (MobiWIS)
neurotechnix;International Congress on Neurotechnology Electronics and Informatics (NEUROTECHNIX)
vem;Workshops on Software Visualization Evolution and Maintenance (VEM)
calculemus;Symposium on the Integration of Symbolic Computation and Mechanized Reasoning (Calculemus)
eciw;European Conference on Information Warfare and Security (ECIW)
icmre;International Conference on Mechatronics and Robotics Engineering (ICMRE)
ACISicis;IEEE/ACIS International Conference on Computer and Information Science (ICIS)
forte;IFIP WG 6.1 International Conference on Formal Techniques for (Networked and) Distributed Systems (FORTE)
biotechno;Biocomputation Bioinformatics and Biomedical Technologies (BIOTECHNO)
acl-spmrl;Workshop on Statistical Parsing of Morphologically Rich Languages (SPMRL)
coria;Conférence en Recherche dInfomations et Applications (CORIA)
immoa;International Workshop on Information Management for Mobile Applications (IMMoA)
indis-ws;Workshop on Innovating the Network for Data-Intensive Science (INDIS)
mrcs;Multimedia Content Representation Classification and Security (MRCS)
ascc;Asian Control Conference (ASCC)
cbc;International Workshop on Code-Based Cryptography (CBCrypto)
c2si;International Conference on Codes Cryptology and Information Security (C2SI)
acl-iwp;International Workshop on Paraphrasing (IWP)
odyssey;The Speaker and Language Recognition Workshop (Odyssey)
ast;International Conference/Workshop on Automation of Software Test (AST)
crss;International Conference on Cryptography and Security Systems (CSS)
snams;International Conference on Social Networks Analysis Management and Security (SNAMS)
sofa;International Workshop on Soft Computing Applications (SOFA)
cmcsn;International Conference on Computing Measurement Control and Sensor Network (CMCSN)
eecs;European Conference on Electrical Engineering and Computer Science (EECS)
ehealth;International Conference on Digital Health (DH)
sigmod;ACM SIGMOD Conference (SIGMOD)
sageo;conférence internationale annuelle Spatial Analysis and GEOmatics (SAGEO)
es;International Conference on Enterprise Systems (ES)
icpca;International Conference on Pervasive Computing and the Networked World (ICPCA)
rise;Rapid Integration of Software Engineering Techniques (RISE)
drmtics;Digital Rights Management Technology Issues Challenges and Systems (DRMTICS)
jhpcs;JARA-HPC Symposium (JHPCS)
robce;International Conference on Robotics and Control Engineering (RobCE)
scdm;International Conference on Soft Computing and Data Mining (SCDM)
conielecomp;International Conference on Electronics Communications and Computers (CONIELECOMP)
flops;International Symposium on Functional and Logic Programming (FLOPS)
wflp;International Workshop on Functional and (Constraint) Logic Programming (WFLP)
networking;IFIP International Conference on Networking
greencom;IEEE/ACM International Conference on Green Computing and Communications (GreenCom)
mdai;Modeling Decisions for Artificial Intelligence (MDAI)
ipccc;IEEE International Performance Computing and Communications Conference  (IPCCC)
iwost;International Workshop on Semantic Technologies (IWOST)
csee;Conference on Software Engineering Education (and Training) (CSEE(&T))
lssc;Large-Scale Scientific Computing (LSSC)
serp4iot;International Workshop on Software Engineering Research & Practices for the Internet of Things (SERP4IoT)
iconference;iConference
icdse;International Conferences on Data Science and Engineering (ICDSE)
sigrad;The Swedish Chapter of Eurographics (SIGRAD)
crc;International Conference on Cybernetics Robotics and Control (CRC)
mlsys;Conference on Machine Learning and Systems (MLSys)
clef;Conference and Labs of the Evaluation Forum (CLEF)
sam-iot;Eclipse Research International Conference on Security Artificial Intelligence and Modeling for the next generation Internet of Things (SAM-IoT)
chiuxid;Human-Computer Interaction and User Experience Conference (CHIuXiD)
IEEEares;International Conference on Availability Reliability and Security (ARES)
ppam;Parallel Processing and Applied Mathematics (PPAM)
mco;Modelling Computation and Optimization in Information Systems and Management Sciences (MCO)
weis;Workshop on the Economics of Information Security (WEIS)
memea;IEEE International Symposium on Medical Measurements and Applications (MeMeA)
rose;International Symposium on Robotic and Sensors Environments (ROSE)
iotais;International Conference on Internet of Things and Intelligence System (IOTAIS)
prole;Jornadas sobre Programaciín y Lenguajes (PROLE)
europki;European Public Key Infrastructure Workshop (EuroPKI)
charme;Conference on Correct Hardware Design and Verification Methods (CHARME)
ccn;Communications and Computer Networks (CCN)
isita;International Symposium on Information Theory and its Applications (ISITA)
icoms;International Conference on Mathematics and Statistics (ICoMS)
iciks;International Conference on Information and Knowledge Systems (ICIKS)
ecdp;European Congress on Digital Pathology (ECDP)
pdcs;International Conference on Parallel and Distributed Computing Systems (IASTED) (PDCS)
ceemas;International Workshop of Central and Eastern Europe on Multi-Agent Systems (CEEMAS)
icvgip;Indian Conference on Computer Vision Graphics & Image Processing (ICVGIP)
saso;IEEE International Conference on Self-Adaptive and Self-Organizing Systems (SASO)
wwic;Wired/Wireless Internet Communications (WWIC)
