,author,name,pid
472,Alan Marshall 0001,Alan Marshall 0001,24/6281-1
473,Alan Miller,Alan Miller,12/652
474,Alan Mislove,Alan Mislove,31/3833
475,Alan Mitchell Durham,Alan M. Durham,37/3996
476,Alan Mycroft,Alan Mycroft,m/AlanMycroft
477,Alan P. Sprague,Alan P. Sprague,s/AlanPSprague
478,Alan Paul Fern,Alan Fern,49/6764
479,Alan Richard Bundy,Alan Bundy,b/AlanBundy
480,Alan Ritter,Alan Ritter,47/3133
481,Alan S. Willsky,Alan S. Willsky,48/6690
482,Alan Serrano,Alan Serrano,41/1512
483,Alan Smaill,Alan Smaill,26/6224
484,Alan Sprague,Alan P. Sprague,s/AlanPSprague
485,Alan Sussman,Alan Sussman,s/AlanSussman
486,Alan T. Sherman,Alan T. Sherman,84/927
487,Alan W. Black,Alan W. Black,b/AlanWBlack
488,Alan Wagner,Alan Wagner,36/4632
489,Alan Wang,Alan Wang,03/5773
490,Alan Wassyng,Alan Wassyng,92/3822
491,Alanson P. Sample,Alanson P. Sample,99/1299
492,Alasdair J. G. Gray,Alasdair J. G. Gray,42/2630
493,Alastair F. Donaldson,Alastair F. Donaldson,11/5933
494,Alastair R. Beresford,Alastair R. Beresford,29/361
495,Alba C. M. A. Melo,Alba Cristina Magalhaes Alves de Melo,m/AlbaCMAMelo
496,Alba Cristina Magalhaes Alves de Melo,Alba Cristina Magalhaes Alves de Melo,m/AlbaCMAMelo
497,Alba Garcia Seco de Herrera,Alba Garcia Seco de Herrera,12/10072
498,Alba García Seco de Herrera,Alba Garcia Seco de Herrera,12/10072
499,Alba de Melo,Alba Cristina Magalhaes Alves de Melo,m/AlbaCMAMelo
500,Alban Grastien,Alban Grastien,04/3354
501,Alban Ponse,Alban Ponse,p/APonse
502,Albert Ali Salah,Albert Ali Salah,75/4848
503,Albert Banchs,Albert Banchs,b/AlbertBanchs
504,Albert Bifet,Albert Bifet,48/1070
505,Albert Burger,Albert Burger,86/6300
506,Albert C. S. Chung,Albert C. S. Chung,45/6335
507,Albert Cabellos,Albert Cabellos-Aparicio,42/2223
508,Albert Cabellos-Aparicio,Albert Cabellos-Aparicio,42/2223
509,Albert Chern,Albert Chern,165/9748
510,Albert Chi-shing Chung,Albert C. S. Chung,45/6335
511,Albert Cohen 0001,Albert Cohen 0001,81/858-1
512,Albert Gatt,Albert Gatt,38/3390
513,Albert Levi,Albert Levi,82/2842
514,Albert M. K. Cheng,Albert Mo Kim Cheng,c/AMKCheng
515,Albert Mo Kim Cheng,Albert Mo Kim Cheng,c/AMKCheng
516,Albert R. Meyer,Albert R. Meyer,m/ARMeyer
517,Albert Y. Zomaya,Albert Y. Zomaya,z/AlbertYZomaya
518,Albert Zündorf,Albert Zündorf,33/223
519,Albert-László Barabási,Albert-László Barabási,b/AlbertLaszloBarabasi
520,Alberto Abad,Alberto Abad,71/1198
521,Alberto Bacchelli,Alberto Bacchelli,83/5261
522,Alberto Barbosa Raposo,Alberto Barbosa Raposo,r/AlbertoBarbosaRaposo
523,Alberto Barrón-Cedeño,Alberto Barrón-Cedeño,40/3383
524,Alberto Bartesaghi,Alberto Bartesaghi,01/5484
525,Alberto Cano 0001,Alberto Cano 0001,62/8229-1
526,Alberto Cano Rojas,Alberto Cano 0001,62/8229-1
527,Alberto Cerpa,Alberto Cerpa,40/4515
528,Alberto Dainotti,Alberto Dainotti,28/5074
529,Alberto Del Pia,Alberto Del Pia,64/7810
530,Alberto E. Cerpa,Alberto Cerpa,40/4515
531,Alberto E. Schaeffer Filho,Alberto E. Schaeffer Filho,89/1649
532,Alberto E. Schaeffer-Filho,Alberto E. Schaeffer Filho,89/1649
533,Alberto Egon Schaeffer Filho,Alberto E. Schaeffer Filho,89/1649
534,Alberto H. F. Laender,Alberto H. F. Laender,l/AHFLaender
535,Alberto L. Sangiovanni-Vincentelli,Alberto L. Sangiovanni-Vincentelli,s/ALSangiovanniV
536,Alberto Lluch Lafuente,Alberto Lluch-Lafuente,l/AlbertoLluchLafuente
537,Alberto M. Segre,Alberto M. Segre,200/7923
538,Alberto Manuel Rodrigues da Silva,Alberto Rodrigues da Silva,99/4424
539,Alberto Marchetti-Spaccamela,Alberto Marchetti-Spaccamela,m/AlbertoMarchettiSpaccamela
540,Alberto Maria Segre,Alberto M. Segre,200/7923
541,Alberto Montresor,Alberto Montresor,m/AlbertoMontresor
542,Alberto Moraglio,Alberto Moraglio,38/4042
543,Alberto Nannarelli,Alberto Nannarelli,34/1571
544,Alberto Negro,Alberto Negro,51/1648
545,Alberto Paccanaro,Alberto Paccanaro,94/3076
546,Alberto Pan,Alberto Pan,36/5165
547,Alberto Postiglione,Alberto Postiglione,75/6936
548,Alberto Quattrini Li,Alberto Quattrini Li,117/4934
549,Alberto Raposo,,
550,Alberto Raposo 0001,Alberto Barbosa Raposo,r/AlbertoBarbosaRaposo
551,Alberto Rodrigues da Silva,Alberto Rodrigues da Silva,99/4424
552,Alberto Ros,Alberto Ros,82/3556
553,Alberto Sardinha,Alberto Sardinha,91/515
554,Alberto Schaeffer-Filho,Alberto E. Schaeffer Filho,89/1649
555,Alberto Valderruten,Alberto Valderruten,58/4970
556,Albrecht Jander,,
557,Albrecht Schmidt 0001,,
558,Alcherio Martinoli,,
559,Alcione P. Oliveira,,
560,Alcione de Paiva Oliveira,,
561,Aldeida Aleti,,
562,Aldo A. Faisal,,
563,Aldo Faisal,,
564,Alec Jacobson,,
565,Alejandra Beghelli,,
566,Alejandro F. Frangi,,
567,Alejandro Federico Frangi,,
568,Alejandro Frangi,,
569,Alejandro Hevia,,
570,Alejandro Martínez-Ríos,,
571,Alejandro Masrur,,
572,Alejandro P. Buchmann,,
573,Alejandro Paz-Lopez,,
574,Alejandro Pazos,,
575,Alejandro Pazos Sierra,,
576,Alejandro Russo,,
577,Alek Vainshtein,,
578,Aleks Kissinger,,
579,Aleksandar Bojchevski,,
580,Aleksandar D. Rakic,,
581,Aleksandar Ignjatovic,,
582,Aleksandar Ilic,,
583,Aleksandar Kuzmanovic,,
584,Aleksandar Nanevski,,
585,Aleksandar Nikolov,,
586,Aleksander Madry,,
587,Aleksandra Korolova,,
588,Aleksy Schubert,,
589,Alena Denisova,,
590,Alena Naiakshina,,
591,Ales Horák,,
592,Ales Leonardis,,
593,Alessandra Cavarra,,
594,Alessandra Gorla,,
595,Alessandra Russo,,
596,Alessandra Scafuro,,
597,Alessandro Abate,,
598,Alessandro Acquisti,,
599,Alessandro Barenghi,,
600,Alessandro Biondi,,
601,Alessandro Bozzon,,
602,Alessandro Bruni,,
603,Alessandro Campi,,
604,Alessandro Chiesa,,
605,Alessandro E. C. Redondi,,
606,Alessandro Enrico Cesare Redondi,,
607,Alessandro Enrico Redondi,,
608,Alessandro F. Garcia 0001,,
609,Alessandro Fabricio Garcia,,
610,Alessandro Flammini,,
611,Alessandro Foi,,
612,Alessandro Garcia,,
613,Alessandro Garcia 0001,,
614,Alessandro L. Koerich,,
615,Alessandro Lameiras Koerich,,
616,Alessandro Margara,,
617,Alessandro Mei,,
618,Alessandro Moschitti,,
619,Alessandro Orso,,
620,Alessandro Panconesi,,
621,Alessandro Pandini,,
622,Alessandro Papadopoulos,,
623,Alessandro Provetti,,
624,Alessandro Redondi,,
625,Alessandro Roncone,,
626,Alessandro Salandrino,,
627,Alessandro Siro Campi,,
628,Alessandro V. Papadopoulos,,
629,Alessandro Veneziani,,
630,Alessandro Vespignani,,
631,Alessandro Vinciarelli,,
632,Alessandro Vittorio Papadopoulos,,
633,Alessia Saggese,,
634,Alessio Benavoli,,
635,Alessio Gaspar,,
636,Alessio Guglielmi,,
637,Alessio Lomuscio,,
638,Alessio Micheli,,
639,Alessio R. Lomuscio,,
640,Alex Afanasyev,,
641,Alex Aiken,,
642,Alex Allauzen,,
643,Alex Alves Freitas,,
644,Alex Biryukov,,
645,Alex Brodsky,,
646,Alex C. Snoeren,,
647,Alex David Groce,,
648,Alex Delis,,
649,Alex Dimakis,,
650,Alex Endert,,
651,Alex Gerdes,,
652,Alex Groce,,
653,Alex Huth,,
654,Alex Ihler,,
655,Alex J. Gammerman,,
656,Alex Jung,,
657,Alex Kirlik,,
658,Alex Lascarides,,
659,Alex Liu,,
660,Alex Lopez-Lorca,,
661,Alex M. Bronstein,,
662,Alex Mariakakis,,
663,Alex Mihailidis,,
664,Alex Nicolau,,
665,Alex Orailoglu,,
666,Alex Pang,,
667,Alex Potanin,,
668,Alex Pothen,,
669,Alex Psomas 0001,,
670,Alex Rasin,,
671,Alex Ratner,,
672,Alex Rogers,,
673,Alex S. Taylor,,
674,Alex S. Weddell,,
675,Alex Samorodnitsky,,
676,Alex Sandro Gomes,,
677,Alex T. Pang,,
678,Alex Ter-Sarkisov,,
679,Alex Thomo,,
680,Alex Volfovsky,,
681,Alex Wong 0002,,
682,Alex Zelikovsky,,
683,Alexander A. Razborov,,
684,Alexander A. Sherstov,,
685,Alexander Afanasyev,,
686,Alexander Aiken,,
687,Alexander Allauzen,,
688,Alexander Barg,,
689,Alexander Binder,,
690,Alexander Borgida,,
691,Alexander Brodsky 0001,,
692,Alexander Brodsky 0003,,
693,Alexander C. Russell,,
694,Alexander Egyed,,
695,Alexander Endert,,
696,Alexander Felfernig,,
697,Alexander Ferworn,,
698,Alexander Fraser 0001,,
699,Alexander G. Gray,,
700,Alexander G. Huth,,
701,Alexander G. Ororbia II,,
702,Alexander G. Schwing,,
703,Alexander Gammerman,,
704,Alexander Gerhard Schwing,,
705,Alexander Golovnev,,
706,Alexander Gumennik,,
707,Alexander Herzog,,
708,Alexander Hinneburg,,
709,Alexander Huth,,
710,Alexander J. Hartemink,,
711,Alexander J. Summers,,
712,Alexander Jung,,
713,Alexander Kain,,
714,Alexander Kemper,,
715,Alexander Knapp,,
716,Alexander Koller,,
717,Alexander Konovalov,,
718,Alexander Kotov,,
719,Alexander Krull,,
720,Alexander L. Wijesinha,,
721,Alexander L. Wolf,,
722,Alexander Leitsch,,
723,Alexander Lex,,
724,Alexander M. Barg,,
725,Alexander M. Bronstein,,
726,Alexander M. Fraser,,
727,Alexander M. Rush [Tech],,
728,Alexander Mariakakis,,
729,Alexander May 0001,,
730,Alexander Medvedev,,
731,Alexander Mehler,,
732,Alexander Meschtscherjakov,,
733,Alexander Moshe Rabinovich,,
734,Alexander Nelson,,
735,Alexander O. Brodsky,,
736,Alexander Ororbia,,
737,Alexander P. Turner,,
738,Alexander Phillip Turner,,
739,Alexander Pretschner,,
740,Alexander Pudmenzky,,
741,Alexander Raake,,
742,Alexander Rabinovich,,
743,Alexander Rakhlin,,
744,Alexander Rasin,,
745,Alexander Russell,,
746,Alexander S. Ecker,,
747,Alexander S. Kotov,,
748,Alexander Schill,,
749,Alexander Schlaefer,,
750,Alexander Schliep,,
751,Alexander Schwarzmann,,
752,Alexander Serebrenik,,
753,Alexander T. Ihler,,
754,Alexander Tiskin,Alexander Tiskin,t/AlexandreTiskin
755,Alexander Tropsha,Alexander Tropsha,61/2721
756,Alexander V. Medvedev,Alexander Medvedev,82/2795
757,Alexander V. Veidenbaum,Alexander V. Veidenbaum,v/AlexanderVVeidenbaum
758,Alexander Vainshtein,Alek Vainshtein,v/AlekVainshtein
759,Alexander Vardy,Alexander Vardy,11/2669
760,Alexander Volfovsky,Alexander Volfovsky,180/1072
761,Alexander Voss,Alexander Voss,26/2145
762,Alexander Wiethoff,Alexander Wiethoff,77/8237
763,Alexander Wolff 0001,Alexander Wolff 0001,w/AlexanderWolff
764,Alexander Zelikovsky,Alex Zelikovsky,z/AZelikovsky
765,Alexandr Andoni,Alexandr Andoni,66/6009
766,Alexandra (Sasha) Fedorova,Alexandra Fedorova,71/2521
767,Alexandra Boldyreva,Alexandra Boldyreva,32/3349
768,Alexandra Dmitrienko,Alexandra Dmitrienko,67/8264
769,Alexandra Fedorova,Alexandra Fedorova,71/2521
770,Alexandra I. Cristea,Alexandra I. Cristea,c/AlexandraICristea
771,Alexandra Ioana Cristea,Alexandra I. Cristea,c/AlexandraICristea
772,Alexandra Ion,Alexandra Ion,129/2159
773,Alexandra Jimborean,Alexandra Jimborean,66/10033
774,Alexandra Kolla,Alexandra Kolla,42/3927
775,Alexandra L. Uitdenbogerd,Alexandra L. Uitdenbogerd,16/320
776,Alexandra Meliou,Alexandra Meliou,04/1835
777,Alexandra Poulovassilis,Alexandra Poulovassilis,p/APoulovassilis
778,Alexandra Silva 0001,Alexandra Silva 0001,92/1378-1
779,Alexandra To,Alexandra To,151/6733
780,Alexandra Zafiroglu,Alexandra Zafiroglu,52/3434
781,Alexandre A. B. Lima,Alexandre A. B. Lima,62/2290
782,Alexandre Alahi,Alexandre Alahi,48/3455
783,Alexandre Allauzen,Alexandre Allauzen,54/8163
784,Alexandre Bergel,Alexandre Bergel,89/3322
785,Alexandre Bernardino,Alexandre Bernardino,53/5306
786,Alexandre C. B. Delbem,Alexandre C. B. Delbem,92/3940
787,Alexandre Cabral Mota,Alexandre Mota 0001,m/AlexandreMota
788,Alexandre Cláudio Botazzo Delbem,Alexandre C. B. Delbem,92/3940
789,Alexandre M. Amory,Alexandre M. Amory,41/1314
790,Alexandre M. Bayen,Alexandre M. Bayen,48/2199
791,Alexandre M. L. de Vasconcelos,Alexandre M. L. de Vasconcelos,71/4614
792,Alexandre Marcos Lins de Vasconcelos,Alexandre M. L. de Vasconcelos,71/4614
793,Alexandre Megretski,Alexandre Megretski,05/1361
794,Alexandre Mendes,Alexandre Mendes,13/5102
795,Alexandre Miguel Pinto,Alexandre Miguel Pinto,17/2935
796,Alexandre Mota,,
797,Alexandre Mota 0001,Alexandre Mota 0001,m/AlexandreMota
798,Alexandre N. Delbem,Alexandre C. B. Delbem,92/3940
799,Alexandre P. Francisco,Alexandre P. Francisco,83/5098
800,Alexandre P. de Carvalho,Alexandre Plastino 0001,54/401
801,Alexandre Paulo Francisco,Alexandre P. Francisco,83/5098
802,Alexandre Plastino,Alexandre Plastino 0001,54/401
803,Alexandre Salles da Cunha,Alexandre Salles da Cunha,18/1842
804,Alexandre Sedoglavic,Alexandre Sedoglavic,47/4336
805,Alexandre Tiskin,Alexander Tiskin,t/AlexandreTiskin
806,Alexandre Vasconcelos,,
807,Alexandre X. Falcão,Alexandre X. Falcão,f/AlexandreXFalcao
808,Alexandre Xavier Falcão,Alexandre X. Falcão,f/AlexandreXFalcao
809,Alexandre d'Aspremont,Alexandre d'Aspremont,59/2234
810,Alexandre de Morais Amory,Alexandre M. Amory,41/1314
811,Alexandros A. Voudouris,Alexandros A. Voudouris,142/2821
812,Alexandros Daglis,Alexandros Daglis,142/3203
813,Alexandros Eleftheriadis,Alexandros Eleftheriadis,03/4886
814,Alexandros G. Dimakis,Alexandros G. Dimakis,19/5000
815,Alexandros Kapravelos,Alexandros Kapravelos,22/1459
816,Alexandros Labrinidis,Alexandros Labrinidis,l/ALabrinidis
817,Alexandros Potamianos,Alexandros Potamianos,17/2202
818,Alexandros Psomas 0001,Christos-Alexandros Psomas,19/10537
819,Alexandros Stamatakis,Alexandros Stamatakis,01/501
820,Alexandros V. Gerbessiotis,Alexandros V. Gerbessiotis,25/1769
821,Alexandru G. Bardas,Alexandru G. Bardas,145/6877
822,Alexandru Iosup,Alexandru Iosup,85/2489
823,Alexandru Nicolau,Alexandru Nicolau,n/AlexandruNicolau
824,Alexandru Paler,Alexandru Paler,66/8824
825,Alexei A. Efros,Alexei A. Efros,40/6158
826,Alexei Drummond,Alexei J. Drummond,30/11017
827,Alexei J. Drummond,Alexei J. Drummond,30/11017
828,Alexei Lisitsa,Alexei Lisitsa 0001,73/6140
829,Alexei Lisitsa 0001,Alexei Lisitsa 0001,73/6140
830,Alexei P. Lisitsa,Alexei Lisitsa 0001,73/6140
831,Alexei Sourin,Alexei Sourin,15/3108
832,Alexey A. Neznanov,Alexey Neznanov,62/8856
833,Alexey Gotsman,Alexey Gotsman,59/1754
834,Alexey L. Lastovetsky,Alexey L. Lastovetsky,80/6837
835,Alexey Naumov,Alexey Naumov,196/2848
836,Alexey Neznanov,Alexey Neznanov,62/8856
837,Alexey Onufriev,Alexey Onufriev,54/2336
838,Alexey Ovchinnikov,Alexey Ovchinnikov,03/4169
839,Alexey Tumanov,Alexey Tumanov,41/6224
840,Alexey V. Onufriev,Alexey Onufriev,54/2336
841,Alexia Briasouli,Alexia Briassouli,50/613
842,Alexia Briassouli,Alexia Briassouli,50/613
843,Alexia Zoumpoulaki,Alexia Zoumpoulaki,33/8065
844,Alexios Delis 0001,Alex Delis,d/AlexDelis
845,Alexis Hiniker,Alexis Hiniker,131/3582
846,Alexis J. Battle,Alexis J. Battle,211/6690
847,Alexis Tsoukiàs,Alexis Tsoukiàs,37/5889
848,Alf Inge Wang,Alf Inge Wang,41/6896
849,Alf Weaver,Alfred C. Weaver,73/2849
850,Alfie Abdul-Rahman,Alfie Abdul-Rahman,79/6794
851,Alfons Kemper,Alfons Kemper,k/AlfonsKemper
852,Alfonso Baños,Alfonso Baños,37/2257
853,Alfonso Baños Torrico,Alfonso Baños,37/2257
854,Alfonso Bueno-Orovio,Alfonso Bueno-Orovio,97/1494
855,Alfonso Castro Martínez,Alfonso Castro Martínez,64/2452
856,Alfonso Fuggetta,Alfonso Fuggetta,62/2392
857,Alfonso Pierantonio,Alfonso Pierantonio,p/AlfonsoPierantonio
858,Alfred C. Weaver,Alfred C. Weaver,73/2849
859,Alfred Hero,Alfred O. Hero III,h/AlfredOHeroIII
860,Alfred J. Menezes,Alfred Menezes,61/3962
861,Alfred Kobsa,Alfred Kobsa,k/AlfredKobsa
862,Alfred Krzywicki,Alfred Krzywicki,97/2579
863,Alfred L. Brown,Alfred L. Brown,b/AlfredLBrown
864,Alfred M. Bruckstein,Alfred M. Bruckstein,b/AlfredMBruckstein
865,Alfred Marcel Bruckstein,Alfred M. Bruckstein,b/AlfredMBruckstein
866,Alfred Menezes,Alfred Menezes,61/3962
867,Alfred Mertins,Alfred Mertins,93/2424
868,Alfred O. Hero III,Alfred O. Hero III,h/AlfredOHeroIII
869,Alfred Olivier Hero,Alfred O. Hero III,h/AlfredOHeroIII
870,Alfred Ultsch,Alfred Ultsch,38/2096
871,Alfred V. Aho,Alfred V. Aho,a/AVAho
872,Alfredo De Santis,Alfredo De Santis,19/4614
873,Alfredo Ferreira,Alfredo Ferreira,52/162
874,Alfredo Goldman,Alfredo Goldman,g/AlfredoGoldman
875,Alfredo Goldman vel Lejbman,Alfredo Goldman,g/AlfredoGoldman
876,Alfredo Weitzenfeld,Alfredo Weitzenfeld,46/2866
877,Alfredo Weitzenfeld Ridel,Alfredo Weitzenfeld,46/2866
878,Ali A. Al-Ataby,Ali Al-Ataby,08/8722
879,Ali A. Ghorbani 0001,Ali A. Ghorbani 0001,g/AliAGhorbani
880,Ali A. Minai,Ali A. Minai,08/3144
881,Ali A. Nazari Shirehjini,Ali A. Nazari Shirehjini,24/6972
882,Ali Akbar Ghorbani,Ali A. Ghorbani 0001,g/AliAGhorbani
883,Ali Al-Ataby,Ali Al-Ataby,08/8722
884,Ali Anwar 0001,Ali Anwar 0001,69/9027-1
885,Ali Arya,Ali Arya,46/137
886,Ali Asghar Nazari Shirehjini,Ali A. Nazari Shirehjini,24/6972
887,Ali Aydin Selçuk,Ali Aydin Selçuk,24/559
888,Ali C. Begen,Ali C. Begen,29/5373
889,Ali Chehab,Ali Chehab,88/5173
890,Ali Dehghan Tanha,Ali Dehghantanha,54/8100
891,Ali Dehghantanha,Ali Dehghantanha,54/8100
892,Ali Ebnenasir,Ali Ebnenasir,21/4670
893,Ali Eslami,Ali Eslami,38/4849
894,Ali Ghodsi 0001,Ali Ghodsi 0001,71/4226-1
895,Ali Ghodsi Boushehri,Ali Ghodsi 0001,71/4226-1
896,Ali Ghrayeb,Ali Ghrayeb,37/2687
897,Ali Gooya,Ali Gooya,62/3452
898,Ali Grami,Ali Grami,11/2825
899,Ali Gökhan Yavuz,Ali Gökhan Yavuz,46/7038
900,Ali H. Dogru,Ali H. Dogru,30/377
901,Ali H. Sayed,Ali H. Sayed,23/4078
902,Ali Hikmet Dogru,Ali H. Dogru,30/377
903,Ali Jannesari,Ali Jannesari 0001,74/1277
904,Ali Jannesari 0001,Ali Jannesari 0001,74/1277
905,Ali Jannesari Ladani,Ali Jannesari 0001,74/1277
906,Ali Jaoua,Ali Jaoua,37/4949
907,Ali Javey,Ali Javey,54/6883
908,Ali José Mashtizadeh,Ali José Mashtizadeh,135/6767
909,Ali Kafash Hoshiar,Ali Kafash Hoshiar,189/5825
910,Ali M. Niknejad,Ali M. Niknejad,20/4071
911,Ali Mahdavi-Amiri,Ali Mahdavi-Amiri,33/10499
912,Ali Mehrizi-Sani,Ali Mehrizi-Sani,123/6907
913,Ali Mesbah 0001,Ali Mesbah 0001,72/4471-1
914,Ali Mili,Ali Mili,m/AliMili
915,Ali Miri,Ali Miri,52/4812
916,Ali Mohammad Afshin Hemmatyar,Ali Mohammad Afshin Hemmatyar,119/8996
917,Ali Movaghar,Ali Movaghar-Rahimabadi,m/AliMovagharRahimabadi
918,Ali Movaghar 0001,Ali Movaghar-Rahimabadi,m/AliMovagharRahimabadi
919,Ali Movaghar-Rahimabadi,Ali Movaghar-Rahimabadi,m/AliMovagharRahimabadi
920,Ali Niknejad,Ali M. Niknejad,20/4071
921,Ali Orooji,Ali Orooji,25/5076
922,Ali Raza Butt,Ali Raza Butt,b/AliRazaButt
923,Ali Reza Ejlali,Alireza Ejlali,e/AlirezaEjlali
924,Ali Reza Sadeghian,Alireza Sadeghian,97/1971
925,Ali Ridha Mahjoub,Ali Ridha Mahjoub,70/6938
926,Ali Saberi,Ali Saberi,65/377
927,Ali Salehson,,
928,Ali Saman Tosun,Ali Saman Tosun,05/3093
929,Ali Seydi Keçeli,Ali Seydi Keçeli,145/5160
930,Ali Shokoufandeh,Ali Shokoufandeh,82/5760
931,Ali Taylan Cemgil,A. Taylan Cemgil,41/6613
932,Ali Zilouchian,Ali Zilouchian,84/6054
933,Ali Zulfiqar,Ali Zulfiqar,09/8670
934,Alia Asheralieva,Alia Asheralieva,07/10238
935,Alia I. Abdelmoty,Alia I. Abdelmoty,a/AliaIAbdelmoty
936,Alia Madain,Alia Madain,148/0584
937,Alice A. Miller,Alice Miller 0001,83/3062
938,Alice H. Oh,Alice H. Oh,50/7562
939,Alice Hae Yun Oh,Alice Oh,50/7562
940,Alice Haeyun Oh,,
941,Alice Hutchings,Alice Hutchings,181/3695
942,Alice Miller 0001,Alice Miller 0001,83/3062
943,Alice Oh,Alice Oh,50/7562
944,Alice Toniolo,Alice Toniolo,03/10460
945,Alicia Nicki Washington,Alicia Nicki Washington,46/2811
946,Alim Al Islam,Alim Al Islam,20/9660
947,Alin Albu-Schäffer,Alin Albu-Schäffer,56/6561
948,Alin Deutsch,Alin Deutsch,d/AlinDeutsch
949,Alin Dobra,Alin Dobra,68/3272
950,Alin Olimpiu Albu-Schäffer,Alin Albu-Schäffer,56/6561
951,Alina Ene,Alina Ene,69/1732
952,Alina Oprea,Alina Oprea,35/3425
953,Alina Sirbu,Alina Sîrbu,65/8251
954,Alina Zare,Alina Zare,61/6502
955,Aline Villavicencio,Aline Villavicencio,v/AlineVillavicencio
956,Alioune Ngom,Alioune Ngom,62/300
957,Alireza Ejlali,Alireza Ejlali,e/AlirezaEjlali
958,Alireza Entezari,Alireza Entezari,80/6654
959,Alireza Jolfaei,Alireza Jolfaei,25/9449
960,Alireza Mousavi,Alireza Mousavi,89/5579
961,Alireza Sadeghian,Alireza Sadeghian,97/1971
962,Alireza Tamaddoni Nezhad,Alireza Tamaddoni-Nezhad,97/1174
963,Alireza Tavakkoli,Alireza Tavakkoli,75/1965
964,Alison Hill,,
965,Alison Pease,Alison Pease,73/2447
966,Alistair Baron,Alistair Baron,63/1158
967,Alistair Knott,Alistair Knott,59/3915
968,Alistair Moffat,Alistair Moffat,m/AlistairMoffat
969,Alistair Sinclair,Alistair Sinclair,s/AlistairSinclair
970,Alistair Willis,Alistair Willis,67/4642
971,Aljosa Smolic,Aljoscha Smolic,s/AljoschaSmolic
972,Aljoscha Smolic,Aljoscha Smolic,s/AljoschaSmolic
973,Alke Martens,Alke Martens,38/738
974,Alkmini Sgouritsa,Alkmini Sgouritsa,139/0645
975,Alla Rozovskaya,Alla Rozovskaya,01/2040
976,Alla Sheffer,Alla Sheffer,65/3735
977,Allan Aasbjerg Nielsen,Allan Aasbjerg Nielsen,38/2793
978,Allan Borodin,Allan Borodin,02/5164
979,Allan D. Jepson,Allan D. Jepson,93/4241
980,Allan Gottlieb,Allan Gottlieb,46/6176
981,Allan Hanbury,Allan Hanbury,55/6683
982,Allan Jones,Allan Jones,13/748
983,Allan P. Engsig-Karup,Allan P. Engsig-Karup,51/11148
984,Allan Peter Engsig-Karup,Allan P. Engsig-Karup,51/11148
985,Allan Ramsay,Allan Ramsay,03/1543
986,Allan Tucker,Allan Tucker,53/4404
987,Allen B. Riddell,Allen Riddell,154/6342
988,Allen D. Malony,Allen D. Malony,35/4761
989,Allen Parrish,Allen S. Parrish,p/ASParrish
990,Allen R. Tannenbaum,Allen R. Tannenbaum,t/AllenTannenbaum
991,Allen Riddell,Allen Riddell,154/6342
992,Allen S. Parrish,Allen S. Parrish,p/ASParrish
993,Allen Van Gelder,Allen Van Gelder,g/AllenVanGelder
994,Allison B. Lewko,Allison Bishop,99/7560
995,Allison Bishop,Allison Bishop,99/7560
996,Allison Bishop Lewko,Allison Bishop,99/7560
997,Allison J. B. Chaney,Allison J. B. Chaney,207/8122
998,Allison June-Barlow Chaney,Allison June-Barlow Chaney,85/11516
999,Allison K. Sullivan,Allison Sullivan,148/1296
1000,Allison Sullivan,Allison Sullivan,148/1296
1001,Alneu de Andrade Lopes,Alneu de Andrade Lopes,60/5946
1002,Alois C. Knoll,Alois C. Knoll,k/AloisKnoll
1003,Alois Knoll,Alois C. Knoll,k/AloisKnoll
1004,Alois Zoitl,Alois Zoitl,98/665
1005,Alok N. Choudhary,Alok N. Choudhary,c/AlokNChoudhary
1006,Alon Cohen,Alon Cohen,133/2021
1007,Alon Efrat,Alon Efrat,e/AlonEfrat
1008,Alon Keinan,Alon Keinan,70/4209
1009,Alon Orlitsky,Alon Orlitsky,o/AlonOrlitsky
1010,Alon Peled-Cohen,Alon Cohen,133/2021
1011,Alona Fyshe,Alona Fyshe,30/3660
1012,Alonzo Kelly,Alonzo Kelly,24/5144
1013,Aloysius K. Mok,Aloysius K. Mok,m/AloysiusKMok
1014,Aloysius Ka-Lau Mok,Aloysius K. Mok,m/AloysiusKMok
1015,Alper Sen 0001,Alper Sen 0001,59/3602-1
1016,Alper Üngör,Alper Üngör,59/1083
1017,Alptekin Küpçü,Alptekin Küpçü,33/4077
1018,Alun D. Preece,Alun D. Preece,p/AlunDPreece
1019,Alun David Preece,Alun D. Preece,p/AlunDPreece
1020,Alva L. Couch,Alva L. Couch,15/3990
1021,Alvaro A. A. Fernandes,Alvaro A. A. Fernandes,f/AAAFernandes
1022,Alvaro A. Cárdenas,Alvaro A. Cárdenas,48/6119
1023,Alvaro A. Cárdenas-Mora,Alvaro A. Cárdenas,48/6119
1024,Alvaro Adolfo Antunes Fernandes,Alvaro A. A. Fernandes,f/AAAFernandes
1025,Alvaro Barreiro,Álvaro Barreiro,75/3444
1026,Alvaro Cardenas,,
1027,Alvin Cheung,Alvin Cheung,16/4915
1028,Alvin R. Lebeck,Alvin R. Lebeck,l/ARLebeck
1029,Alvin S. Lim,Alvin S. Lim,l/AlvinSLim
1030,Alvin W. Y. Su,Alvin Wen-Yu Su,37/2983
1031,Alvin Wen-Yu Su,Alvin Wen-Yu Su,37/2983
1032,Alvitta Ottley,Alvitta Ottley,121/5542
1033,Alwen Fernanto Tiu,Alwen Tiu,t/AlwenTiu
